radius depth density Vs Qmu
3.3651e+06 3.0059e+06 1.0083e+04 0.0000e+00 0.0000e+00
3.3779e+06 2.9931e+06 1.0064e+04 0.0000e+00 0.0000e+00
3.3906e+06 2.9804e+06 1.0044e+04 0.0000e+00 0.0000e+00
3.4034e+06 2.9676e+06 1.0024e+04 0.0000e+00 0.0000e+00
3.4162e+06 2.9548e+06 1.0004e+04 0.0000e+00 0.0000e+00
3.4289e+06 2.9421e+06 9.9843e+03 0.0000e+00 0.0000e+00
3.4417e+06 2.9293e+06 9.9643e+03 0.0000e+00 0.0000e+00
3.4544e+06 2.9166e+06 9.9441e+03 0.0000e+00 0.0000e+00
3.4672e+06 2.9038e+06 9.9238e+03 0.0000e+00 0.0000e+00
3.4800e+06 2.8910e+06 9.9035e+03 0.0000e+00 0.0000e+00
3.4800e+06 2.8910e+06 5.5664e+03 7.2647e+03 3.5500e+02
3.4893e+06 2.8817e+06 5.5618e+03 7.2648e+03 3.5500e+02
3.4987e+06 2.8723e+06 5.5571e+03 7.2649e+03 3.5500e+02
3.5081e+06 2.8629e+06 5.5524e+03 7.2649e+03 3.5500e+02
3.5175e+06 2.8535e+06 5.5477e+03 7.2650e+03 3.5500e+02
3.5268e+06 2.8442e+06 5.5430e+03 7.2651e+03 3.5500e+02
3.5362e+06 2.8348e+06 5.5383e+03 7.2652e+03 3.5500e+02
3.5456e+06 2.8254e+06 5.5336e+03 7.2653e+03 3.5500e+02
3.5550e+06 2.8160e+06 5.5289e+03 7.2654e+03 3.5500e+02
3.5644e+06 2.8066e+06 5.5242e+03 7.2655e+03 3.5500e+02
3.5737e+06 2.7973e+06 5.5195e+03 7.2655e+03 3.5500e+02
3.5831e+06 2.7879e+06 5.5149e+03 7.2656e+03 3.5500e+02
3.5925e+06 2.7785e+06 5.5102e+03 7.2657e+03 3.5500e+02
3.6019e+06 2.7691e+06 5.5055e+03 7.2658e+03 3.5500e+02
3.6112e+06 2.7598e+06 5.5008e+03 7.2658e+03 3.5500e+02
3.6206e+06 2.7504e+06 5.4961e+03 7.2659e+03 3.5500e+02
3.6300e+06 2.7410e+06 5.4914e+03 7.2660e+03 3.5500e+02
3.6300e+06 2.7410e+06 5.4914e+03 7.2660e+03 3.5500e+02
3.6395e+06 2.7315e+06 5.4867e+03 7.2616e+03 3.5500e+02
3.6489e+06 2.7221e+06 5.4820e+03 7.2573e+03 3.5500e+02
3.6584e+06 2.7126e+06 5.4773e+03 7.2530e+03 3.5500e+02
3.6679e+06 2.7031e+06 5.4726e+03 7.2486e+03 3.5500e+02
3.6774e+06 2.6936e+06 5.4679e+03 7.2443e+03 3.5500e+02
3.6868e+06 2.6842e+06 5.4631e+03 7.2400e+03 3.5500e+02
3.6963e+06 2.6747e+06 5.4584e+03 7.2357e+03 3.5500e+02
3.7058e+06 2.6652e+06 5.4537e+03 7.2314e+03 3.5500e+02
3.7152e+06 2.6558e+06 5.4490e+03 7.2271e+03 3.5500e+02
3.7247e+06 2.6463e+06 5.4443e+03 7.2228e+03 3.5500e+02
3.7342e+06 2.6368e+06 5.4396e+03 7.2186e+03 3.5500e+02
3.7437e+06 2.6273e+06 5.4349e+03 7.2143e+03 3.5500e+02
3.7531e+06 2.6179e+06 5.4301e+03 7.2100e+03 3.5500e+02
3.7626e+06 2.6084e+06 5.4254e+03 7.2057e+03 3.5500e+02
3.7721e+06 2.5989e+06 5.4207e+03 7.2015e+03 3.5500e+02
3.7815e+06 2.5895e+06 5.4160e+03 7.1972e+03 3.5500e+02
3.7910e+06 2.5800e+06 5.4113e+03 7.1930e+03 3.5500e+02
3.8005e+06 2.5705e+06 5.4066e+03 7.1887e+03 3.5500e+02
3.8100e+06 2.5610e+06 5.4019e+03 7.1844e+03 3.5500e+02
3.8194e+06 2.5516e+06 5.3971e+03 7.1802e+03 3.5500e+02
3.8289e+06 2.5421e+06 5.3924e+03 7.1760e+03 3.5500e+02
3.8384e+06 2.5326e+06 5.3877e+03 7.1717e+03 3.5500e+02
3.8478e+06 2.5232e+06 5.3830e+03 7.1675e+03 3.5500e+02
3.8573e+06 2.5137e+06 5.3783e+03 7.1633e+03 3.5500e+02
3.8668e+06 2.5042e+06 5.3736e+03 7.1590e+03 3.5500e+02
3.8762e+06 2.4948e+06 5.3689e+03 7.1548e+03 3.5500e+02
3.8857e+06 2.4853e+06 5.3642e+03 7.1506e+03 3.5500e+02
3.8952e+06 2.4758e+06 5.3594e+03 7.1464e+03 3.5500e+02
3.9047e+06 2.4663e+06 5.3547e+03 7.1421e+03 3.5500e+02
3.9141e+06 2.4569e+06 5.3500e+03 7.1379e+03 3.5500e+02
3.9236e+06 2.4474e+06 5.3453e+03 7.1337e+03 3.5500e+02
3.9331e+06 2.4379e+06 5.3406e+03 7.1295e+03 3.5500e+02
3.9425e+06 2.4285e+06 5.3359e+03 7.1253e+03 3.5500e+02
3.9520e+06 2.4190e+06 5.3312e+03 7.1211e+03 3.5500e+02
3.9615e+06 2.4095e+06 5.3264e+03 7.1169e+03 3.5500e+02
3.9710e+06 2.4000e+06 5.3217e+03 7.1126e+03 3.5500e+02
3.9804e+06 2.3906e+06 5.3170e+03 7.1084e+03 3.5500e+02
3.9899e+06 2.3811e+06 5.3123e+03 7.1042e+03 3.5500e+02
3.9994e+06 2.3716e+06 5.3076e+03 7.1000e+03 3.5500e+02
4.0088e+06 2.3622e+06 5.3028e+03 7.0958e+03 3.5500e+02
4.0183e+06 2.3527e+06 5.2981e+03 7.0916e+03 3.5500e+02
4.0278e+06 2.3432e+06 5.2934e+03 7.0874e+03 3.5500e+02
4.0373e+06 2.3337e+06 5.2886e+03 7.0832e+03 3.5500e+02
4.0467e+06 2.3243e+06 5.2839e+03 7.0790e+03 3.5500e+02
4.0562e+06 2.3148e+06 5.2792e+03 7.0748e+03 3.5500e+02
4.0657e+06 2.3053e+06 5.2744e+03 7.0705e+03 3.5500e+02
4.0751e+06 2.2959e+06 5.2697e+03 7.0663e+03 3.5500e+02
4.0846e+06 2.2864e+06 5.2650e+03 7.0621e+03 3.5500e+02
4.0941e+06 2.2769e+06 5.2602e+03 7.0579e+03 3.5500e+02
4.1036e+06 2.2674e+06 5.2555e+03 7.0537e+03 3.5500e+02
4.1130e+06 2.2580e+06 5.2508e+03 7.0494e+03 3.5500e+02
4.1225e+06 2.2485e+06 5.2460e+03 7.0452e+03 3.5500e+02
4.1320e+06 2.2390e+06 5.2413e+03 7.0410e+03 3.5500e+02
4.1414e+06 2.2296e+06 5.2365e+03 7.0368e+03 3.5500e+02
4.1509e+06 2.2201e+06 5.2318e+03 7.0325e+03 3.5500e+02
4.1604e+06 2.2106e+06 5.2270e+03 7.0283e+03 3.5500e+02
4.1699e+06 2.2011e+06 5.2223e+03 7.0241e+03 3.5500e+02
4.1793e+06 2.1917e+06 5.2175e+03 7.0198e+03 3.5500e+02
4.1888e+06 2.1822e+06 5.2128e+03 7.0156e+03 3.5500e+02
4.1983e+06 2.1727e+06 5.2080e+03 7.0113e+03 3.5500e+02
4.2077e+06 2.1633e+06 5.2032e+03 7.0071e+03 3.5500e+02
4.2172e+06 2.1538e+06 5.1985e+03 7.0028e+03 3.5500e+02
4.2267e+06 2.1443e+06 5.1937e+03 6.9985e+03 3.5500e+02
4.2362e+06 2.1348e+06 5.1889e+03 6.9943e+03 3.5500e+02
4.2456e+06 2.1254e+06 5.1841e+03 6.9900e+03 3.5500e+02
4.2551e+06 2.1159e+06 5.1794e+03 6.9857e+03 3.5500e+02
4.2646e+06 2.1064e+06 5.1746e+03 6.9814e+03 3.5500e+02
4.2740e+06 2.0970e+06 5.1698e+03 6.9771e+03 3.5500e+02
4.2835e+06 2.0875e+06 5.1650e+03 6.9729e+03 3.5500e+02
4.2930e+06 2.0780e+06 5.1602e+03 6.9686e+03 3.5500e+02
4.3025e+06 2.0685e+06 5.1554e+03 6.9643e+03 3.5500e+02
4.3119e+06 2.0591e+06 5.1506e+03 6.9599e+03 3.5500e+02
4.3214e+06 2.0496e+06 5.1459e+03 6.9556e+03 3.5500e+02
4.3309e+06 2.0401e+06 5.1411e+03 6.9513e+03 3.5500e+02
4.3403e+06 2.0307e+06 5.1362e+03 6.9470e+03 3.5500e+02
4.3498e+06 2.0212e+06 5.1314e+03 6.9427e+03 3.5500e+02
4.3593e+06 2.0117e+06 5.1266e+03 6.9383e+03 3.5500e+02
4.3688e+06 2.0022e+06 5.1218e+03 6.9340e+03 3.5500e+02
4.3782e+06 1.9928e+06 5.1170e+03 6.9296e+03 3.5500e+02
4.3877e+06 1.9833e+06 5.1122e+03 6.9252e+03 3.5500e+02
4.3972e+06 1.9738e+06 5.1074e+03 6.9209e+03 3.5500e+02
4.4066e+06 1.9644e+06 5.1025e+03 6.9165e+03 3.5500e+02
4.4161e+06 1.9549e+06 5.0977e+03 6.9121e+03 3.5500e+02
4.4256e+06 1.9454e+06 5.0929e+03 6.9077e+03 3.5500e+02
4.4350e+06 1.9360e+06 5.0880e+03 6.9033e+03 3.5500e+02
4.4445e+06 1.9265e+06 5.0832e+03 6.8989e+03 3.5500e+02
4.4540e+06 1.9170e+06 5.0783e+03 6.8945e+03 3.5500e+02
4.4635e+06 1.9075e+06 5.0735e+03 6.8901e+03 3.5500e+02
4.4729e+06 1.8981e+06 5.0686e+03 6.8856e+03 3.5500e+02
4.4824e+06 1.8886e+06 5.0637e+03 6.8812e+03 3.5500e+02
4.4919e+06 1.8791e+06 5.0589e+03 6.8767e+03 3.5500e+02
4.5013e+06 1.8697e+06 5.0540e+03 6.8722e+03 3.5500e+02
4.5108e+06 1.8602e+06 5.0491e+03 6.8678e+03 3.5500e+02
4.5203e+06 1.8507e+06 5.0442e+03 6.8633e+03 3.5500e+02
4.5298e+06 1.8412e+06 5.0394e+03 6.8588e+03 3.5500e+02
4.5392e+06 1.8318e+06 5.0345e+03 6.8543e+03 3.5500e+02
4.5487e+06 1.8223e+06 5.0296e+03 6.8498e+03 3.5500e+02
4.5582e+06 1.8128e+06 5.0247e+03 6.8452e+03 3.5500e+02
4.5676e+06 1.8034e+06 5.0198e+03 6.8407e+03 3.5500e+02
4.5771e+06 1.7939e+06 5.0149e+03 6.8362e+03 3.5500e+02
4.5866e+06 1.7844e+06 5.0100e+03 6.8316e+03 3.5500e+02
4.5961e+06 1.7749e+06 5.0050e+03 6.8270e+03 3.5500e+02
4.6055e+06 1.7655e+06 5.0001e+03 6.8224e+03 3.5500e+02
4.6150e+06 1.7560e+06 4.9952e+03 6.8179e+03 3.5500e+02
4.6245e+06 1.7465e+06 4.9903e+03 6.8132e+03 3.5500e+02
4.6339e+06 1.7371e+06 4.9853e+03 6.8086e+03 3.5500e+02
4.6434e+06 1.7276e+06 4.9804e+03 6.8040e+03 3.5500e+02
4.6529e+06 1.7181e+06 4.9754e+03 6.7994e+03 3.5500e+02
4.6624e+06 1.7086e+06 4.9705e+03 6.7947e+03 3.5500e+02
4.6718e+06 1.6992e+06 4.9655e+03 6.7900e+03 3.5500e+02
4.6813e+06 1.6897e+06 4.9606e+03 6.7853e+03 3.5500e+02
4.6908e+06 1.6802e+06 4.9556e+03 6.7806e+03 3.5500e+02
4.7002e+06 1.6708e+06 4.9506e+03 6.7759e+03 3.5500e+02
4.7097e+06 1.6613e+06 4.9456e+03 6.7712e+03 3.5500e+02
4.7192e+06 1.6518e+06 4.9406e+03 6.7665e+03 3.5500e+02
4.7287e+06 1.6423e+06 4.9356e+03 6.7617e+03 3.5500e+02
4.7381e+06 1.6329e+06 4.9306e+03 6.7570e+03 3.5500e+02
4.7476e+06 1.6234e+06 4.9256e+03 6.7522e+03 3.5500e+02
4.7571e+06 1.6139e+06 4.9206e+03 6.7474e+03 3.5500e+02
4.7665e+06 1.6045e+06 4.9156e+03 6.7426e+03 3.5500e+02
4.7760e+06 1.5950e+06 4.9106e+03 6.7378e+03 3.5500e+02
4.7855e+06 1.5855e+06 4.9056e+03 6.7329e+03 3.5500e+02
4.7950e+06 1.5760e+06 4.9005e+03 6.7281e+03 3.5500e+02
4.8044e+06 1.5666e+06 4.8955e+03 6.7232e+03 3.5500e+02
4.8139e+06 1.5571e+06 4.8904e+03 6.7183e+03 3.5500e+02
4.8234e+06 1.5476e+06 4.8854e+03 6.7134e+03 3.5500e+02
4.8328e+06 1.5382e+06 4.8803e+03 6.7085e+03 3.5500e+02
4.8423e+06 1.5287e+06 4.8752e+03 6.7036e+03 3.5500e+02
4.8518e+06 1.5192e+06 4.8702e+03 6.6986e+03 3.5500e+02
4.8612e+06 1.5098e+06 4.8651e+03 6.6937e+03 3.5500e+02
4.8707e+06 1.5003e+06 4.8600e+03 6.6887e+03 3.5500e+02
4.8802e+06 1.4908e+06 4.8549e+03 6.6837e+03 3.5500e+02
4.8897e+06 1.4813e+06 4.8498e+03 6.6787e+03 3.5500e+02
4.8991e+06 1.4719e+06 4.8447e+03 6.6736e+03 3.5500e+02
4.9086e+06 1.4624e+06 4.8396e+03 6.6686e+03 3.5500e+02
4.9181e+06 1.4529e+06 4.8344e+03 6.6635e+03 3.5500e+02
4.9275e+06 1.4435e+06 4.8293e+03 6.6584e+03 3.5500e+02
4.9370e+06 1.4340e+06 4.8242e+03 6.6533e+03 3.5500e+02
4.9465e+06 1.4245e+06 4.8190e+03 6.6482e+03 3.5500e+02
4.9560e+06 1.4150e+06 4.8139e+03 6.6431e+03 3.5500e+02
4.9654e+06 1.4056e+06 4.8087e+03 6.6379e+03 3.5500e+02
4.9749e+06 1.3961e+06 4.8036e+03 6.6327e+03 3.5500e+02
4.9844e+06 1.3866e+06 4.7984e+03 6.6275e+03 3.5500e+02
4.9938e+06 1.3772e+06 4.7932e+03 6.6223e+03 3.5500e+02
5.0033e+06 1.3677e+06 4.7880e+03 6.6171e+03 3.5500e+02
5.0128e+06 1.3582e+06 4.7828e+03 6.6118e+03 3.5500e+02
5.0223e+06 1.3487e+06 4.7776e+03 6.6066e+03 3.5500e+02
5.0317e+06 1.3393e+06 4.7724e+03 6.6013e+03 3.5500e+02
5.0412e+06 1.3298e+06 4.7672e+03 6.5959e+03 3.5500e+02
5.0507e+06 1.3203e+06 4.7619e+03 6.5906e+03 3.5500e+02
5.0601e+06 1.3109e+06 4.7567e+03 6.5849e+03 3.5500e+02
5.0696e+06 1.3014e+06 4.7515e+03 6.5795e+03 3.5500e+02
5.0791e+06 1.2919e+06 4.7462e+03 6.5741e+03 3.5500e+02
5.0886e+06 1.2824e+06 4.7409e+03 6.5687e+03 3.5500e+02
5.0980e+06 1.2730e+06 4.7357e+03 6.5632e+03 3.5500e+02
5.1075e+06 1.2635e+06 4.7304e+03 6.5577e+03 3.5500e+02
5.1170e+06 1.2540e+06 4.7251e+03 6.5522e+03 3.5500e+02
5.1264e+06 1.2446e+06 4.7198e+03 6.5467e+03 3.5500e+02
5.1359e+06 1.2351e+06 4.7145e+03 6.5412e+03 3.5500e+02
5.1454e+06 1.2256e+06 4.7091e+03 6.5356e+03 3.5500e+02
5.1549e+06 1.2161e+06 4.7038e+03 6.5301e+03 3.5500e+02
5.1643e+06 1.2067e+06 4.6984e+03 6.5244e+03 3.5500e+02
5.1738e+06 1.1972e+06 4.6931e+03 6.5188e+03 3.5500e+02
5.1833e+06 1.1877e+06 4.6877e+03 6.5132e+03 3.5500e+02
5.1927e+06 1.1783e+06 4.6823e+03 6.5075e+03 3.5500e+02
5.2022e+06 1.1688e+06 4.6769e+03 6.5018e+03 3.5500e+02
5.2117e+06 1.1593e+06 4.6714e+03 6.4961e+03 3.5500e+02
5.2212e+06 1.1498e+06 4.6660e+03 6.4904e+03 3.5500e+02
5.2306e+06 1.1404e+06 4.6605e+03 6.4846e+03 3.5500e+02
5.2401e+06 1.1309e+06 4.6550e+03 6.4788e+03 3.5500e+02
5.2496e+06 1.1214e+06 4.6495e+03 6.4730e+03 3.5500e+02
5.2590e+06 1.1120e+06 4.6440e+03 6.4672e+03 3.5500e+02
5.2685e+06 1.1025e+06 4.6385e+03 6.4613e+03 3.5500e+02
5.2780e+06 1.0930e+06 4.6329e+03 6.4554e+03 3.5500e+02
5.2875e+06 1.0835e+06 4.6273e+03 6.4495e+03 3.5500e+02
5.2969e+06 1.0741e+06 4.6217e+03 6.4436e+03 3.5500e+02
5.3064e+06 1.0646e+06 4.6161e+03 6.4376e+03 3.5500e+02
5.3159e+06 1.0551e+06 4.6104e+03 6.4316e+03 3.5500e+02
5.3253e+06 1.0457e+06 4.6048e+03 6.4256e+03 3.5500e+02
5.3348e+06 1.0362e+06 4.5991e+03 6.4196e+03 3.5500e+02
5.3443e+06 1.0267e+06 4.5934e+03 6.4136e+03 3.5500e+02
5.3538e+06 1.0172e+06 4.5876e+03 6.4075e+03 3.5500e+02
5.3632e+06 1.0078e+06 4.5819e+03 6.4014e+03 3.5500e+02
5.3727e+06 9.9831e+05 4.5761e+03 6.3952e+03 3.5500e+02
5.3822e+06 9.8884e+05 4.5703e+03 6.3891e+03 3.5500e+02
5.3916e+06 9.7936e+05 4.5644e+03 6.3829e+03 3.5500e+02
5.4011e+06 9.6989e+05 4.5586e+03 6.3767e+03 3.5500e+02
5.4106e+06 9.6042e+05 4.5527e+03 6.3705e+03 3.5500e+02
5.4200e+06 9.5095e+05 4.5468e+03 6.3642e+03 3.5500e+02
5.4295e+06 9.4148e+05 4.5408e+03 6.3579e+03 3.5500e+02
5.4390e+06 9.3201e+05 4.5348e+03 6.3516e+03 3.5500e+02
5.4485e+06 9.2254e+05 4.5289e+03 6.3452e+03 3.5500e+02
5.4579e+06 9.1307e+05 4.5228e+03 6.3389e+03 3.5500e+02
5.4674e+06 9.0360e+05 4.5168e+03 6.3325e+03 3.5500e+02
5.4769e+06 8.9412e+05 4.5107e+03 6.3261e+03 3.5500e+02
5.4863e+06 8.8465e+05 4.5046e+03 6.3196e+03 3.5500e+02
5.4958e+06 8.7518e+05 4.4984e+03 6.3131e+03 3.5500e+02
5.5053e+06 8.6571e+05 4.4922e+03 6.3066e+03 3.5500e+02
5.5148e+06 8.5624e+05 4.4860e+03 6.3001e+03 3.5500e+02
5.5242e+06 8.4677e+05 4.4798e+03 6.2935e+03 3.5500e+02
5.5337e+06 8.3730e+05 4.4735e+03 6.2869e+03 3.5500e+02
5.5432e+06 8.2783e+05 4.4672e+03 6.2803e+03 3.5500e+02
5.5526e+06 8.1836e+05 4.4609e+03 6.2736e+03 3.5500e+02
5.5621e+06 8.0888e+05 4.4545e+03 6.2670e+03 3.5500e+02
5.5716e+06 7.9941e+05 4.4481e+03 6.2602e+03 3.5500e+02
5.5811e+06 7.8994e+05 4.4416e+03 6.2535e+03 3.5500e+02
5.5905e+06 7.8047e+05 4.4351e+03 6.2468e+03 3.5500e+02
5.6000e+06 7.7100e+05 4.4286e+03 6.2399e+03 3.5500e+02
5.6000e+06 7.7100e+05 4.4286e+03 6.2399e+03 3.5500e+02
5.6076e+06 7.6344e+05 4.4233e+03 6.2197e+03 3.5500e+02
5.6151e+06 7.5588e+05 4.4180e+03 6.2003e+03 3.5500e+02
5.6227e+06 7.4831e+05 4.4127e+03 6.1812e+03 3.5500e+02
5.6302e+06 7.4075e+05 4.4073e+03 6.1620e+03 3.5500e+02
5.6378e+06 7.3319e+05 4.4019e+03 6.1430e+03 3.5500e+02
5.6454e+06 7.2562e+05 4.3964e+03 6.1240e+03 3.5500e+02
5.6529e+06 7.1806e+05 4.3910e+03 6.1037e+03 3.5500e+02
5.6605e+06 7.1050e+05 4.3854e+03 6.0835e+03 3.5500e+02
5.6681e+06 7.0294e+05 4.3798e+03 6.0634e+03 3.5500e+02
5.6756e+06 6.9538e+05 4.3742e+03 6.0434e+03 3.5500e+02
5.6832e+06 6.8781e+05 4.3685e+03 6.0235e+03 3.5500e+02
5.6908e+06 6.8025e+05 4.3627e+03 6.0037e+03 3.5500e+02
5.6983e+06 6.7269e+05 4.3569e+03 5.9840e+03 3.5500e+02
5.7059e+06 6.6512e+05 4.3511e+03 5.9644e+03 3.5500e+02
5.7134e+06 6.5756e+05 4.3452e+03 5.9448e+03 3.5500e+02
5.7210e+06 6.5000e+05 4.3392e+03 5.9253e+03 3.5500e+02
5.7210e+06 6.5000e+05 4.0470e+03 5.5503e+03 1.6500e+02
5.7246e+06 6.4643e+05 4.0425e+03 5.5412e+03 1.6500e+02
5.7281e+06 6.4286e+05 4.0380e+03 5.5321e+03 1.6500e+02
5.7317e+06 6.3929e+05 4.0335e+03 5.5230e+03 1.6500e+02
5.7353e+06 6.3571e+05 4.0289e+03 5.5138e+03 1.6500e+02
5.7389e+06 6.3214e+05 4.0244e+03 5.5047e+03 1.6500e+02
5.7424e+06 6.2857e+05 4.0199e+03 5.4956e+03 1.6500e+02
5.7460e+06 6.2500e+05 4.0154e+03 5.4865e+03 1.6500e+02
5.7496e+06 6.2143e+05 4.0109e+03 5.4774e+03 1.6500e+02
5.7531e+06 6.1786e+05 4.0064e+03 5.4682e+03 1.6500e+02
5.7567e+06 6.1429e+05 4.0019e+03 5.4591e+03 1.6500e+02
5.7603e+06 6.1071e+05 3.9973e+03 5.4500e+03 1.6500e+02
5.7639e+06 6.0714e+05 3.9928e+03 5.4408e+03 1.6500e+02
5.7674e+06 6.0357e+05 3.9883e+03 5.4317e+03 1.6500e+02
5.7710e+06 6.0000e+05 3.9838e+03 5.4226e+03 1.6500e+02
5.7710e+06 6.0000e+05 3.9838e+03 5.4226e+03 1.6500e+02
5.7773e+06 5.9367e+05 3.9758e+03 5.4064e+03 1.6500e+02
5.7837e+06 5.8733e+05 3.9678e+03 5.3903e+03 1.6500e+02
5.7900e+06 5.8100e+05 3.9598e+03 5.3743e+03 1.6500e+02
5.7963e+06 5.7467e+05 3.9518e+03 5.3585e+03 1.6500e+02
5.8027e+06 5.6833e+05 3.9437e+03 5.3428e+03 1.6500e+02
5.8090e+06 5.6200e+05 3.9357e+03 5.3273e+03 1.6500e+02
5.8153e+06 5.5567e+05 3.9277e+03 5.3119e+03 1.6500e+02
5.8217e+06 5.4933e+05 3.9197e+03 5.2967e+03 1.6500e+02
5.8280e+06 5.4300e+05 3.9117e+03 5.2817e+03 1.6500e+02
5.8343e+06 5.3667e+05 3.9036e+03 5.2669e+03 1.6500e+02
5.8407e+06 5.3033e+05 3.8956e+03 5.2522e+03 1.6500e+02
5.8470e+06 5.2400e+05 3.8876e+03 5.2378e+03 1.6500e+02
5.8533e+06 5.1767e+05 3.8795e+03 5.2236e+03 1.6500e+02
5.8597e+06 5.1133e+05 3.8715e+03 5.2095e+03 1.6500e+02
5.8660e+06 5.0500e+05 3.8635e+03 5.1957e+03 1.6500e+02
5.8723e+06 4.9867e+05 3.8554e+03 5.1821e+03 1.6500e+02
5.8787e+06 4.9233e+05 3.8474e+03 5.1687e+03 1.6500e+02
5.8850e+06 4.8600e+05 3.8393e+03 5.1554e+03 1.6500e+02
5.8913e+06 4.7967e+05 3.8313e+03 5.1422e+03 1.6500e+02
5.8977e+06 4.7333e+05 3.8232e+03 5.1291e+03 1.6500e+02
5.9040e+06 4.6700e+05 3.8152e+03 5.1158e+03 1.6500e+02
5.9103e+06 4.6067e+05 3.8071e+03 5.1026e+03 1.6500e+02
5.9167e+06 4.5433e+05 3.7990e+03 5.0891e+03 1.6500e+02
5.9230e+06 4.4800e+05 3.7909e+03 5.0755e+03 1.6500e+02
5.9293e+06 4.4167e+05 3.7828e+03 5.0616e+03 1.6500e+02
5.9357e+06 4.3533e+05 3.7748e+03 5.0475e+03 1.6500e+02
5.9420e+06 4.2900e+05 3.7667e+03 5.0329e+03 1.6500e+02
5.9483e+06 4.2267e+05 3.7586e+03 5.0180e+03 1.6500e+02
5.9547e+06 4.1633e+05 3.7504e+03 5.0027e+03 1.6500e+02
5.9610e+06 4.1000e+05 3.7423e+03 4.9868e+03 1.6500e+02
5.9610e+06 4.1000e+05 3.5549e+03 4.8027e+03 1.6500e+02
5.9673e+06 4.0367e+05 3.5510e+03 4.7990e+03 1.6500e+02
5.9737e+06 3.9733e+05 3.5471e+03 4.7953e+03 1.6500e+02
5.9800e+06 3.9100e+05 3.5432e+03 4.7916e+03 1.6500e+02
5.9863e+06 3.8467e+05 3.5392e+03 4.7874e+03 1.6500e+02
5.9927e+06 3.7833e+05 3.5353e+03 4.7825e+03 1.6500e+02
5.9990e+06 3.7200e+05 3.5314e+03 4.7769e+03 1.6500e+02
6.0053e+06 3.6567e+05 3.5275e+03 4.7706e+03 1.6500e+02
6.0117e+06 3.5933e+05 3.5236e+03 4.7636e+03 1.6500e+02
6.0180e+06 3.5300e+05 3.5197e+03 4.7558e+03 1.6500e+02
6.0243e+06 3.4667e+05 3.5158e+03 4.7472e+03 1.6500e+02
6.0307e+06 3.4033e+05 3.5119e+03 4.7378e+03 1.6500e+02
6.0370e+06 3.3400e+05 3.5081e+03 4.7277e+03 1.6500e+02
6.0433e+06 3.2767e+05 3.5042e+03 4.7171e+03 1.6500e+02
6.0497e+06 3.2133e+05 3.5004e+03 4.7060e+03 1.6500e+02
6.0560e+06 3.1500e+05 3.4966e+03 4.6945e+03 1.6500e+02
6.0623e+06 3.0867e+05 3.4928e+03 4.6828e+03 1.6500e+02
6.0687e+06 3.0233e+05 3.4891e+03 4.6708e+03 1.6500e+02
6.0750e+06 2.9600e+05 3.4853e+03 4.6588e+03 1.6500e+02
6.0813e+06 2.8967e+05 3.4816e+03 4.6468e+03 1.6500e+02
6.0877e+06 2.8333e+05 3.4779e+03 4.6348e+03 1.6500e+02
6.0940e+06 2.7700e+05 3.4742e+03 4.6229e+03 1.6500e+02
6.1003e+06 2.7067e+05 3.4704e+03 4.6112e+03 1.6500e+02
6.1067e+06 2.6433e+05 3.4666e+03 4.5996e+03 1.6500e+02
6.1130e+06 2.5800e+05 3.4627e+03 4.5884e+03 1.6500e+02
6.1193e+06 2.5167e+05 3.4588e+03 4.5774e+03 1.6500e+02
6.1257e+06 2.4533e+05 3.4548e+03 4.5669e+03 1.6500e+02
6.1320e+06 2.3900e+05 3.4506e+03 4.5567e+03 1.6500e+02
6.1383e+06 2.3267e+05 3.4463e+03 4.5470e+03 1.6500e+02
6.1447e+06 2.2633e+05 3.4419e+03 4.5379e+03 1.6500e+02
6.1510e+06 2.2000e+05 3.4373e+03 4.5294e+03 1.6500e+02
6.1510e+06 2.2000e+05 3.4373e+03 4.5294e+03 7.0000e+01
6.1571e+06 2.1391e+05 3.4328e+03 4.5218e+03 7.0000e+01
6.1632e+06 2.0783e+05 3.4282e+03 4.5147e+03 7.0000e+01
6.1693e+06 2.0174e+05 3.4234e+03 4.5081e+03 7.0000e+01
6.1753e+06 1.9565e+05 3.4185e+03 4.5021e+03 7.0000e+01
6.1814e+06 1.8956e+05 3.4135e+03 4.4966e+03 7.0000e+01
6.1875e+06 1.8348e+05 3.4083e+03 4.4916e+03 7.0000e+01
6.1936e+06 1.7739e+05 3.4032e+03 4.4872e+03 7.0000e+01
6.1997e+06 1.7130e+05 3.3979e+03 4.4832e+03 7.0000e+01
6.2058e+06 1.6522e+05 3.3925e+03 4.4797e+03 7.0000e+01
6.2119e+06 1.5913e+05 3.3871e+03 4.4767e+03 7.0000e+01
6.2180e+06 1.5304e+05 3.3816e+03 4.4742e+03 7.0000e+01
6.2240e+06 1.4696e+05 3.3760e+03 4.4721e+03 7.0000e+01
6.2301e+06 1.4087e+05 3.3704e+03 4.4705e+03 7.0000e+01
6.2362e+06 1.3478e+05 3.3649e+03 4.4694e+03 7.0000e+01
6.2423e+06 1.2870e+05 3.3593e+03 4.4688e+03 7.0000e+01
6.2484e+06 1.2261e+05 3.3538e+03 4.4687e+03 7.0000e+01
6.2545e+06 1.1652e+05 3.3484e+03 4.4691e+03 7.0000e+01
6.2606e+06 1.1044e+05 3.3430e+03 4.4701e+03 7.0000e+01
